# D_1  D_2  D_3  Sigma_a_1  Sigma_a_2  Sigma_a_3  q_1  q_2  q_3
1.512974e+00 1.455461e+00 1.428360e+00 5.085796e-01 1.792146e-01 3.109366e-01 7.359865e-01 3.169037e-01 1.350198e+00
1.685632e+00 4.658027e-01 3.167065e-01 6.432610e-01 6.135887e-01 7.827439e-01 1.290669e+00 1.615886e+00 1.407276e+00
2.853906e-01 1.082892e+00 1.776760e+00 6.217091e-01 5.226394e-01 9.479870e-01 1.096297e+00 1.296722e+00 1.849936e+00
1.742870e+00 1.419575e+00 2.781308e-01 7.361232e-01 5.635775e-01 8.246786e-01 1.403525e+00 1.180476e-01 1.537480e+00
6.708383e-01 1.580327e+00 8.976581e-01 8.297511e-02 1.183619e-01 2.027613e-01 1.398880e+00 2.006491e-01 8.375828e-01
7.814069e-01 1.495831e+00 1.067898e+00 4.243648e-01 7.645121e-01 5.338031e-01 1.984064e+00 1.619137e+00 2.009358e-01
1.205213e+00 1.967162e+00 1.027834e+00 8.169461e-01 1.528123e-01 4.889336e-01 8.099976e-01 1.811700e+00 3.805237e-01
2.615397e-01 1.122889e+00 8.067816e-01 4.109234e-01 5.774473e-01 4.225287e-01 1.491999e+00 1.069300e+00 1.555825e+00
9.232697e-01 3.092954e-01 9.565530e-01 8.452179e-01 4.137787e-01 5.348714e-01 1.593631e+00 1.043828e+00 8.088050e-01
5.987176e-01 1.436549e+00 1.390065e+00 2.932662e-01 1.647022e-01 3.446356e-01 9.077883e-01 1.782654e+00 1.147562e+00
1.115038e+00 3.870583e-01 1.985295e+00 9.341701e-01 5.928231e-01 5.392090e-01 1.005754e+00 1.890979e+00 9.675014e-02
2.785608e-01 1.770118e+00 1.051560e+00 7.181573e-01 5.936493e-02 1.254486e-01 4.912102e-01 8.191331e-01 1.260657e+00
5.034812e-01 1.695976e+00 1.305175e+00 9.889068e-01 7.185347e-01 6.142114e-02 1.699457e+00 5.678124e-01 1.657676e+00
1.498288e+00 5.983318e-01 3.293391e-01 3.834875e-01 6.821806e-01 6.020759e-01 1.942345e+00 7.826609e-01 1.103159e+00
3.884822e-01 1.671392e+00 1.947790e+00 7.650415e-01 1.512497e-01 2.966164e-01 1.278054e+00 8.906941e-01 1.776886e+00
1.431971e+00 1.715842e+00 1.657881e+00 8.043855e-01 3.488768e-01 8.888271e-01 1.759114e+00 9.250449e-01 8.002244e-01
1.827832e+00 3.641575e-01 5.159624e-01 8.570882e-01 3.961385e-01 4.845511e-01 1.201318e+00 1.391668e+00 1.927725e+00
5.170554e-01 1.069222e+00 2.801171e-01 8.095095e-02 3.404638e-01 9.465258e-01 5.792129e-02 1.151070e+00 7.358208e-01
3.442680e-01 1.907622e+00 4.559546e-01 9.509445e-01 6.516860e-01 4.687893e-01 2.818194e-01 1.015771e+00 1.625673e+00
1.769849e+00 1.128694e+00 1.377298e+00 6.326491e-01 8.908940e-01 9.697314e-01 1.119413e+00 7.265389e-01 6.899295e-01
1.168724e+00 1.294782e+00 1.814677e+00 5.353361e-01 1.679333e-01 4.570082e-01 4.676863e-01 1.660926e+00 5.148254e-01
1.607003e+00 1.818951e+00 2.171179e-01 9.431656e-02 9.807121e-01 7.416520e-01 4.287076e-01 3.385604e-01 1.170955e+00
9.650641e-01 6.255357e-01 1.989671e+00 3.807954e-01 8.637522e-02 1.531080e-01 8.314170e-01 1.162217e+00 1.038581e+00
1.111263e+00 1.942213e+00 6.075269e-01 1.449766e-01 6.057681e-01 9.008965e-01 1.241395e+00 1.748718e+00 7.856282e-02
1.235090e+00 1.659801e+00 1.193506e+00 2.753274e-01 7.908775e-01 9.517992e-01 6.497490e-01 1.721232e+00 9.581291e-01
9.579535e-01 1.706432e+00 1.599705e+00 5.372423e-01 6.605792e-01 3.440733e-01 2.682206e-01 1.435890e+00 1.985196e+00
8.785877e-01 1.090095e+00 4.711638e-01 3.228151e-01 1.819695e-01 3.859131e-01 9.469274e-01 1.879429e-01 1.768824e-01
7.875434e-01 1.663522e+00 7.973936e-01 7.101613e-01 9.675949e-01 7.371581e-01 1.302371e-01 6.021453e-01 9.151549e-01
1.555164e+00 3.039116e-01 1.108919e+00 9.748996e-01 9.245650e-01 8.390735e-01 1.581425e+00 1.153513e+00 3.584573e-01
1.628735e+00 1.251459e+00 5.537142e-01 4.582456e-01 4.688593e-01 4.250747e-01 1.229730e+00 1.198879e+00 2.274884e-02
5.721814e-01 1.239170e+00 7.124420e-01 1.968740e-01 9.822440e-02 9.036996e-01 1.923637e+00 2.161449e-01 1.410365e-01
9.326143e-01 9.601276e-01 7.049798e-01 9.257682e-01 1.400736e-01 3.486691e-01 8.847845e-01 1.515729e+00 6.839575e-01
9.449489e-01 2.764103e-01 8.613024e-01 6.889609e-01 1.059193e-01 8.094428e-01 7.617996e-01 1.837760e+00 8.785126e-01
1.291638e+00 8.114739e-01 7.197459e-01 2.792086e-01 6.256828e-01 1.471390e-01 5.781061e-01 3.403177e-01 3.480034e-01
1.091812e+00 1.683460e+00 3.712801e-01 4.488920e-01 9.143031e-02 8.075894e-01 8.554226e-01 6.562222e-02 1.582494e+00
1.270942e+00 1.397834e+00 9.258333e-01 8.721254e-01 1.545775e-01 1.633075e-01 6.117268e-01 1.327014e+00 9.647240e-01
1.279235e+00 1.755408e+00 1.980216e+00 6.372022e-01 2.886574e-01 9.978800e-01 1.309035e+00 1.996083e+00 1.012830e-01
1.468495e+00 1.796634e+00 1.591230e+00 4.596813e-01 8.765223e-01 6.606361e-01 7.403189e-01 1.099538e+00 1.369633e+00
1.598752e+00 2.670446e-01 1.702468e+00 9.722658e-02 6.277488e-01 9.864164e-01 3.647052e-01 2.374637e-01 5.401618e-01
3.561258e-01 6.181292e-01 1.824441e+00 4.699999e-01 4.482080e-01 4.429247e-01 4.962300e-01 9.419222e-01 1.632159e+00
1.211118e+00 2.316876e-01 1.802340e+00 2.080814e-01 5.185791e-01 7.862392e-01 1.317477e+00 7.852844e-01 4.418773e-01
1.675693e+00 1.230396e+00 5.589172e-01 3.756792e-01 7.096240e-01 7.979970e-01 7.449650e-01 1.170375e+00 1.902889e+00
1.127475e+00 6.913125e-01 4.160573e-01 8.354401e-01 4.060661e-01 4.972079e-01 7.800006e-01 1.233404e+00 1.194071e+00
1.593132e+00 1.406865e+00 4.762403e-01 7.073634e-01 5.560850e-01 4.338518e-01 1.575425e+00 3.693011e-01 1.400724e+00
4.402354e-01 1.228749e+00 8.759145e-01 3.123631e-01 8.436373e-01 6.838120e-01 8.035084e-01 1.626123e+00 1.592197e+00
5.917895e-01 3.197041e-01 1.488102e+00 9.783629e-02 6.169977e-01 7.839756e-01 1.740595e+00 1.365607e+00 4.144416e-01
2.284210e-01 6.689439e-01 1.843910e+00 2.925031e-01 7.005307e-01 3.991597e-01 5.050263e-01 1.859502e+00 1.910423e+00
2.153789e-01 1.838044e+00 8.550285e-01 8.596132e-01 8.476684e-01 6.903163e-01 7.592319e-02 9.333597e-01 1.668860e-02
9.559520e-01 9.340394e-01 1.950977e+00 6.116734e-01 2.507702e-01 3.010166e-01 4.151118e-01 1.812488e+00 9.781722e-01
1.151805e+00 1.143321e+00 1.281652e+00 2.031989e-01 5.746104e-01 6.262168e-01 1.702122e+00 1.854738e+00 2.589285e-01
4.825900e-01 1.774333e+00 8.922404e-01 7.426491e-01 5.374258e-01 6.037036e-01 6.413363e-01 1.427062e+00 1.239378e-01
1.784649e+00 1.447929e+00 5.996369e-01 1.021017e-01 2.518269e-01 3.839065e-01 1.526215e+00 7.477429e-01 1.999484e+00
1.578157e+00 5.647955e-01 3.635762e-01 8.982908e-01 3.735128e-01 7.357279e-01 1.511021e+00 1.455143e-01 7.241081e-02
4.352128e-01 6.593499e-01 1.342996e+00 6.590358e-02 7.218645e-01 8.203615e-01 1.440457e+00 5.618002e-01 8.042671e-01
8.648816e-01 1.878912e+00 1.227670e+00 5.865362e-01 6.273438e-01 4.923635e-01 3.964693e-01 2.509296e-01 1.009161e+00
9.819861e-01 1.700768e+00 4.521308e-01 1.741612e-01 1.779818e-01 1.158471e-01 1.428284e+00 1.849730e+00 1.115242e+00
1.518865e+00 1.622572e+00 1.680176e+00 2.386812e-01 6.836913e-01 8.596487e-01 1.689009e+00 9.479893e-01 7.316327e-01
4.893833e-01 8.840663e-01 1.828183e+00 7.932277e-01 2.667484e-01 5.461664e-01 7.716231e-01 1.709915e+00 4.078260e-01
1.781252e+00 1.532359e+00 2.338738e-01 3.588683e-01 4.789708e-01 3.184334e-01 7.562416e-01 9.606976e-01 1.612839e+00
1.985726e+00 4.718864e-01 1.115139e+00 5.717523e-01 8.559295e-01 1.011018e-01 7.862837e-01 1.995159e+00 5.981213e-01
8.939728e-01 1.210132e+00 1.641311e+00 4.120356e-01 1.476572e-01 9.164099e-01 1.531110e+00 1.136431e+00 1.524826e+00
1.611021e+00 1.135402e+00 1.637434e+00 7.520653e-01 8.580214e-01 8.423046e-01 3.735241e-01 1.133393e+00 1.673794e+00
4.204145e-01 1.391437e+00 1.741190e+00 8.495407e-01 4.442868e-01 8.724225e-01 1.323727e+00 9.726806e-01 1.839034e+00
1.914186e+00 1.918645e+00 2.463546e-01 1.866347e-01 6.034692e-01 9.121416e-01 2.056670e-01 1.459103e+00 1.783401e+00
1.641251e+00 1.214565e+00 1.958988e+00 4.301185e-01 4.270898e-01 4.791125e-01 1.295317e+00 1.583321e+00 1.497728e-01
5.350980e-01 1.061859e+00 1.409540e+00 9.646702e-01 2.123379e-01 8.132347e-01 1.325734e-01 1.087033e+00 1.070307e+00
1.044739e+00 2.373344e-01 3.749721e-01 7.253934e-01 9.346649e-01 2.909323e-01 1.726846e+00 1.553716e+00 5.823830e-01
1.760127e+00 1.719678e+00 5.082146e-01 3.332881e-01 9.690090e-01 5.783825e-01 6.769494e-01 1.843077e+00 1.455791e+00
2.524249e-01 1.553127e+00 6.693100e-01 3.451326e-01 5.412100e-01 7.331984e-01 1.393728e+00 1.319616e+00 7.571526e-01
1.103261e+00 1.443210e+00 1.538498e+00 7.290937e-01 7.639109e-01 1.608759e-01 8.625724e-02 1.589301e+00 4.789646e-01
1.751102e+00 6.883281e-01 2.376653e-01 7.207770e-01 7.965054e-01 5.735170e-01 5.421119e-01 4.937150e-02 8.188300e-01
1.240118e+00 6.482618e-01 1.358564e+00 7.785219e-01 7.842699e-01 7.592962e-01 1.958427e-01 1.051396e+00 1.185928e+00
4.301662e-01 1.751589e+00 3.060819e-01 3.313938e-01 9.259623e-01 3.373120e-01 1.059165e+00 4.274105e-01 8.324541e-01
2.993233e-01 3.701203e-01 1.858661e+00 2.141708e-01 3.307571e-01 8.768481e-01 9.563761e-01 8.613314e-01 1.978970e+00
1.188208e+00 3.279854e-01 7.027850e-01 5.766781e-01 3.795721e-01 7.684117e-01 1.366842e+00 7.841753e-02 4.355344e-02
5.925354e-01 1.290043e+00 3.850279e-01 5.441933e-01 9.577869e-01 2.616204e-01 7.767162e-01 4.544503e-01 7.384140e-01
3.947688e-01 1.637088e+00 1.719528e+00 9.811219e-01 4.050218e-01 9.502773e-01 1.605463e+00 1.800077e+00 9.935803e-01
1.501486e+00 1.502563e+00 7.444377e-01 1.630779e-01 3.408460e-01 8.110937e-01 1.404091e+00 1.966403e+00 5.516666e-01
7.178816e-01 1.890409e+00 1.789186e+00 7.872056e-01 6.074565e-01 6.281662e-01 1.100479e+00 1.827561e+00 1.337221e+00
1.375157e+00 1.269573e+00 1.944109e+00 3.642547e-01 2.813071e-01 4.545232e-01 1.486877e+00 6.352265e-01 1.871946e+00
1.132413e+00 4.338850e-01 6.039737e-01 3.484146e-01 7.443582e-01 5.845958e-01 1.653396e+00 4.992360e-01 4.195695e-01
1.547164e+00 1.652283e+00 1.435740e+00 4.009082e-01 1.914576e-01 4.517489e-01 5.118624e-01 1.727617e+00 1.709670e+00
5.231359e-01 1.346511e+00 1.831967e+00 9.537336e-01 2.922092e-01 1.084926e-01 1.618171e+00 1.946482e+00 1.588017e+00
8.413703e-01 1.833624e+00 4.683716e-01 4.739916e-01 8.987804e-02 1.400838e-01 9.713066e-01 3.919988e-02 3.412144e-02
1.219518e+00 1.323073e+00 4.451219e-01 8.752912e-01 9.814559e-01 7.138426e-02 5.719706e-01 4.878472e-01 4.840605e-01
1.021828e+00 1.529284e+00 1.504665e+00 4.731754e-01 8.654100e-01 8.582640e-01 1.791915e+00 3.513181e-01 2.899819e-01
1.807793e+00 1.708890e+00 1.512855e+00 8.862433e-01 7.981579e-01 8.737425e-01 8.739553e-01 1.402334e+00 1.385835e-01
7.682111e-01 5.410810e-01 1.675411e+00 4.657444e-01 8.685949e-01 4.127365e-01 1.494311e+00 4.153523e-02 1.691412e+00
1.493188e+00 1.952037e+00 1.965858e+00 5.794568e-01 1.621867e-01 4.751373e-01 5.165483e-01 5.822852e-01 1.380030e+00
2.021581e-01 1.198807e+00 1.096220e+00 6.977885e-01 2.202653e-01 6.692028e-01 1.662596e+00 3.473232e-01 1.077399e+00
1.350308e+00 2.923314e-01 1.851448e+00 9.156435e-01 3.556289e-01 9.230689e-01 9.654278e-01 1.067845e+00 6.254952e-01
1.011602e+00 5.813989e-01 1.444844e+00 3.559847e-01 8.208645e-01 6.094998e-01 1.631120e+00 1.256454e+00 1.506361e+00
1.336090e+00 1.463031e+00 2.400865e-01 4.402773e-01 2.383799e-01 6.492758e-01 1.326279e+00 5.546455e-01 6.331366e-01
1.887731e+00 1.015646e+00 9.326196e-01 9.728084e-01 3.600191e-01 5.937194e-01 1.902132e-01 5.740465e-01 1.670861e+00
1.896383e+00 1.488471e+00 7.293279e-01 5.505914e-01 8.260471e-01 7.583609e-01 2.351184e-01 4.330860e-01 1.794445e+00
1.296190e+00 7.864865e-01 6.200070e-01 5.143063e-01 6.150094e-01 1.983844e-01 2.553478e-01 2.085457e-02 1.297721e+00
1.319953e+00 9.371762e-01 1.997570e+00 1.587761e-01 6.931964e-02 1.170506e-01 1.154522e+00 1.411310e+00 3.618528e-01
6.734477e-01 1.924827e+00 7.251673e-01 9.367108e-01 7.463858e-01 7.306238e-01 6.883922e-01 1.008801e+00 1.304061e+00
1.416048e+00 5.368222e-01 3.084708e-01 8.330956e-01 9.072606e-01 1.707726e-01 1.253976e+00 1.927641e+00 1.012762e+00
1.661595e+00 8.069862e-01 1.129068e+00 3.250507e-01 5.688458e-01 4.805470e-01 7.235408e-01 4.706418e-01 1.535921e+00
3.745125e-01 9.699656e-01 1.151824e+00 4.020339e-01 1.839314e-01 8.846127e-01 1.314949e+00 1.632610e+00 1.753296e+00
1.792268e+00 1.299858e+00 1.780970e+00 8.909720e-02 6.426850e-01 4.170397e-01 1.962373e+00 1.939065e+00 7.893744e-01
2.704862e-01 1.635005e+00 1.796780e+00 9.485514e-01 8.957907e-01 1.644479e-01 1.776251e+00 4.500621e-01 5.020389e-01
1.425338e+00 1.872975e+00 1.954761e+00 9.118270e-01 1.947777e-01 3.052339e-01 1.735896e+00 1.758204e+00 2.548200e-01
1.244421e+00 9.491019e-01 6.644840e-01 2.055510e-01 3.340706e-01 8.259394e-01 1.820108e+00 1.431361e+00 1.043788e+00
1.551888e+00 7.762028e-01 5.176763e-01 8.462698e-01 9.448014e-01 9.083936e-01 1.744557e+00 1.667933e+00 1.972510e+00
1.387277e+00 3.477094e-01 1.903351e+00 7.748696e-01 9.780579e-01 9.409218e-01 1.584273e+00 1.497514e+00 1.394346e+00
2.752081e-01 6.107846e-01 1.395843e+00 6.820433e-01 6.964005e-01 1.823426e-01 8.784818e-01 1.022831e+00 1.165351e+00
1.168321e+00 1.640920e+00 1.449151e+00 5.234085e-01 7.065923e-01 3.997050e-01 1.929930e+00 1.528409e+00 8.963581e-01
4.029238e-01 2.469742e-01 2.704890e-01 5.966227e-01 8.315133e-01 5.505809e-01 1.907739e+00 6.780790e-01 1.453968e-01
9.065060e-01 1.332547e+00 4.872031e-01 1.158525e-01 5.971817e-02 2.845909e-01 1.834495e+00 1.678117e+00 1.258612e+00
9.455990e-01 1.264060e+00 3.921872e-01 2.693719e-01 6.648948e-01 9.199948e-01 1.998255e+00 2.122607e-01 1.796744e+00
1.803570e+00 1.778439e+00 1.939451e+00 1.997090e-01 5.505255e-01 6.795098e-01 9.209073e-02 1.901731e+00 1.058369e+00
1.390905e+00 1.182832e+00 1.086808e+00 3.616061e-01 5.667161e-01 4.047655e-01 1.031815e+00 1.126991e+00 1.596484e-01
1.601245e+00 1.983869e+00 2.637050e-01 7.319640e-01 3.718298e-01 2.832989e-01 9.938133e-01 6.681661e-01 1.974613e-01
1.542258e+00 1.341655e+00 1.277886e+00 1.299728e-01 9.850902e-01 3.587731e-01 5.570634e-01 8.932329e-01 1.414806e+00
8.253623e-01 3.548184e-01 4.088367e-01 1.255635e-01 8.619147e-01 1.117345e-01 4.700000e-01 1.550678e+00 1.707104e+00
1.766723e+00 5.268664e-01 2.595998e-01 1.775969e-01 6.931095e-01 6.715278e-01 9.197840e-01 6.444270e-01 1.421969e+00
1.573874e+00 1.916878e+00 1.731842e+00 9.658224e-01 5.939504e-01 2.933172e-01 1.331023e+00 9.110614e-01 6.598327e-01
3.721509e-01 1.978660e+00 1.836853e+00 9.802348e-01 6.303048e-01 5.819470e-01 3.124156e-01 9.219334e-01 1.568910e+00
8.405583e-01 6.019724e-01 4.341005e-01 5.697435e-01 5.548412e-01 1.593708e-01 6.822120e-01 7.118155e-01 1.895077e+00
5.101840e-01 1.539392e+00 5.847992e-01 9.311135e-01 8.342535e-01 6.414074e-01 1.249701e+00 1.082662e+00 7.119729e-01
1.693359e+00 1.260496e+00 5.616624e-01 5.608369e-01 1.366236e-01 9.654267e-01 6.526309e-01 8.541348e-01 1.228947e+00
1.268393e+00 1.174246e+00 1.763700e+00 8.640855e-01 1.326158e-01 5.403039e-01 1.622670e+00 9.035816e-01 1.854565e+00
1.568877e+00 9.437123e-01 2.190404e-01 1.649981e-01 7.133175e-01 7.927925e-01 1.416644e+00 1.650223e+00 8.500695e-01
1.410660e+00 1.006365e+00 1.175059e+00 2.354173e-01 3.172694e-01 1.453230e-01 1.730813e+00 3.891755e-01 4.015296e-01
4.554455e-01 8.934091e-01 1.630154e+00 2.121337e-01 3.886400e-01 6.788726e-01 2.224301e-01 9.783898e-01 1.682033e+00
1.965303e+00 4.417981e-01 7.266802e-01 9.407219e-01 2.471041e-01 5.122585e-01 3.489304e-01 9.848883e-01 1.497784e+00
1.799440e+00 4.913581e-01 1.376806e+00 4.428494e-01 4.736135e-01 5.495262e-01 1.948267e+00 9.177414e-01 1.566715e+00
6.237920e-01 4.134764e-01 6.444913e-01 8.578017e-01 5.352351e-02 2.742794e-01 4.624490e-01 1.533616e+00 1.135768e+00
4.056785e-01 1.411542e+00 1.251373e+00 2.983121e-01 4.989230e-01 8.178763e-01 1.934412e+00 1.763965e+00 5.095484e-01
7.633394e-01 1.616357e+00 1.125638e+00 6.755075e-01 4.175803e-01 6.314725e-01 2.092766e-01 1.141403e-01 1.204014e+00
1.526089e+00 8.473043e-01 1.883914e+00 8.884399e-01 9.039451e-01 2.994446e-01 3.850306e-01 1.521149e+00 1.713515e-01
1.105558e+00 5.171024e-01 8.347723e-01 1.954911e-01 1.274622e-01 5.074335e-01 8.709851e-01 8.049088e-01 1.307272e-01
5.513717e-01 1.745723e+00 1.075896e+00 1.192363e-01 3.528937e-01 5.746939e-01 1.954236e+00 1.875240e+00 2.176258e-01
8.215044e-01 8.027938e-01 1.245063e+00 4.975980e-01 3.641695e-01 5.955514e-01 1.141802e+00 1.734559e+00 1.980157e+00
1.342757e+00 1.868951e+00 1.121502e+00 1.093492e-01 2.962165e-01 5.187523e-01 4.180461e-02 2.400706e-01 9.171953e-02
1.218393e+00 9.736685e-01 1.623749e+00 3.972411e-01 8.642831e-01 3.094655e-01 1.579696e+00 4.097537e-01 1.226450e+00
1.970608e+00 1.162285e+00 1.747625e+00 6.924118e-01 7.440316e-02 4.472115e-01 8.040580e-01 3.083050e-01 1.866130e+00
7.289601e-01 1.576444e+00 2.280603e-01 1.260147e-01 4.887614e-01 8.827411e-01 1.775553e+00 1.579051e+00 1.666970e+00
5.832053e-01 1.430019e+00 4.404358e-01 8.459143e-02 6.493027e-02 9.064356e-01 1.877745e+00 1.739772e+00 1.766245e+00
1.945028e+00 7.515522e-01 9.551974e-01 4.499553e-01 2.855813e-01 4.823400e-01 5.641302e-01 5.193326e-01 1.995740e+00
4.859505e-01 8.714356e-01 1.587101e+00 5.161631e-02 1.289929e-01 5.837927e-01 9.308092e-01 1.904919e+00 1.607313e+00
1.399804e+00 3.163510e-01 1.498968e+00 8.619457e-01 9.722852e-01 8.665660e-01 1.072641e+00 1.740730e+00 1.444735e+00
1.689147e+00 3.930455e-01 5.689681e-01 7.113662e-01 3.819444e-01 5.644071e-01 3.699158e-01 1.439261e+00 1.088437e+00
1.182606e+00 1.080490e+00 1.482228e+00 4.470745e-01 7.679502e-01 7.127396e-01 2.177078e-01 1.919930e+00 1.391533e+00
3.360955e-01 3.428693e-01 1.691309e+00 6.155967e-01 5.890547e-01 4.206614e-01 9.837261e-01 9.801827e-01 5.196973e-01
2.946267e-01 2.087469e-01 2.955057e-01 2.158378e-01 1.897977e-01 7.289691e-01 1.974745e+00 9.211882e-02 5.342093e-01
1.864021e+00 1.619241e+00 1.260133e+00 2.841329e-01 2.973091e-01 2.472436e-01 7.075592e-01 5.871522e-01 1.761468e+00
1.084778e+00 1.359253e+00 9.451524e-01 5.974851e-01 3.002758e-01 4.381654e-01 9.915014e-01 1.106534e+00 6.310137e-01
6.561385e-01 1.224566e+00 1.001430e+00 2.858120e-01 2.246273e-01 4.992482e-01 2.867109e-01 1.775982e+00 5.229562e-01
6.531090e-01 7.984093e-01 7.422377e-01 4.636660e-01 5.676740e-01 9.821826e-01 1.027613e+00 1.623632e-01 1.875521e+00
1.327327e+00 1.517617e+00 1.474589e+00 2.212198e-01 7.698501e-01 8.216134e-01 1.504797e+00 1.546016e+00 7.828114e-03
6.495020e-01 9.825501e-01 1.777043e+00 5.167912e-01 9.213273e-01 7.030258e-01 4.471375e-01 1.194343e+00 1.814797e+00
1.094357e+00 1.997387e+00 1.403488e+00 9.874640e-01 6.471044e-01 8.639506e-01 1.522594e+00 1.007144e+00 1.822077e+00
8.993840e-01 1.469658e+00 6.300122e-01 7.484922e-01 7.776626e-01 4.145675e-01 1.971766e+00 7.586568e-03 1.137541e+00
9.104357e-01 2.730721e-01 3.221451e-01 1.399988e-01 2.718134e-01 1.364284e-01 9.064547e-02 1.899551e+00 1.282697e+00
3.403766e-01 9.897236e-01 8.157871e-01 9.945224e-01 4.337611e-01 7.606587e-01 1.902784e+00 1.238598e+00 1.005860e+00
7.866417e-01 4.582061e-01 1.527404e+00 8.784007e-01 3.589591e-01 3.364284e-01 2.581123e-01 5.291027e-01 3.365235e-01
1.737501e+00 1.156427e+00 1.786237e+00 5.474848e-01 7.297121e-01 5.282162e-01 4.826249e-01 1.240501e+00 3.277989e-01
1.857135e+00 1.057379e+00 9.172789e-01 6.690708e-01 2.481213e-01 8.422040e-01 1.426888e-02 5.856951e-02 4.800096e-01
1.876590e+00 1.483713e+00 1.362502e+00 4.169473e-01 4.747047e-01 4.961421e-01 1.636717e+00 1.278534e+00 1.791916e+00
1.636527e+00 1.182558e+00 2.553712e-01 7.535230e-01 1.210303e-01 8.699764e-01 4.485121e-01 1.484688e+00 7.838672e-01
4.449293e-01 5.920737e-01 1.041810e+00 8.222653e-01 4.503030e-01 4.105857e-01 1.258171e+00 6.738074e-01 1.182441e+00
3.225616e-01 1.020258e+00 1.471785e+00 1.296800e-01 6.749909e-01 6.203707e-01 1.354256e+00 1.818635e+00 1.785861e+00
7.791264e-01 1.165815e+00 1.706840e+00 7.859975e-01 9.286004e-02 6.483240e-01 1.847291e+00 7.060171e-01 1.020559e+00
1.007601e+00 7.722545e-01 5.519989e-01 5.412604e-01 4.395127e-01 1.388542e-01 1.647158e+00 1.682613e+00 9.833533e-01
5.395475e-01 9.927187e-01 1.355109e+00 6.141541e-02 9.511999e-01 7.520397e-01 1.819130e+00 7.783076e-01 1.255207e+00
3.108560e-01 9.790468e-01 8.888883e-01 5.961272e-02 9.326248e-01 8.807748e-02 8.946067e-01 1.684167e+00 2.821496e-02
9.895468e-01 1.759211e+00 1.550760e+00 5.834022e-01 1.085062e-01 7.632870e-01 1.193393e+00 1.274893e+00 1.030908e+00
9.262584e-01 8.500362e-01 7.567558e-01 3.378745e-01 7.028118e-01 9.247166e-02 1.720011e+00 6.373156e-01 6.042004e-01
1.461330e+00 9.298015e-01 1.865505e+00 7.987247e-01 3.828809e-01 7.219579e-01 7.155822e-02 8.741816e-01 4.260296e-01
1.255871e+00 1.977275e+00 1.229770e+00 4.617734e-01 2.639565e-01 4.869774e-01 1.706871e+00 7.663884e-01 1.269400e+00
4.713940e-01 1.521226e+00 1.170567e+00 2.631860e-01 1.314692e-01 2.690958e-01 1.637210e-01 1.484433e-01 3.654262e-01
1.662205e+00 1.459937e+00 5.885923e-01 6.787136e-01 3.701873e-01 4.773735e-01 1.482841e+00 6.669521e-01 5.909103e-01
1.543070e+00 1.954316e+00 1.698487e+00 9.068773e-01 4.601049e-01 5.168000e-01 7.120411e-01 6.581109e-01 1.313025e+00
1.477536e+00 1.610269e+00 5.406581e-01 2.969042e-01 4.519199e-01 6.165026e-01 1.684697e-01 2.247738e-01 2.684172e-01
5.343262e-01 9.989358e-01 1.877300e+00 7.001462e-01 4.377185e-01 8.454850e-01 1.436718e+00 1.060890e+00 6.813411e-02
1.515659e+00 1.336809e+00 1.011386e+00 4.444253e-01 3.995507e-01 2.486524e-01 8.253764e-01 8.824188e-01 1.923120e+00
1.912478e+00 1.991084e+00 8.293480e-01 1.067675e-01 3.103842e-01 8.091967e-02 1.129994e+00 1.571318e+00 1.478928e+00
9.879055e-01 1.645539e+00 1.394827e+00 4.805884e-01 3.450298e-01 9.622528e-01 5.529384e-01 1.111357e+00 8.250718e-01
1.378607e+00 1.046518e+00 1.305374e+00 5.194284e-01 7.808344e-01 9.984127e-01 5.239870e-01 1.337889e+00 2.614205e-01
1.487763e+00 8.781755e-01 2.910552e-01 6.185958e-01 7.830472e-01 1.333491e-01 1.204115e+00 2.450869e-01 1.354663e+00
6.059172e-01 8.185610e-01 1.748877e+00 4.236746e-01 9.111074e-01 3.948014e-01 2.417317e-01 2.976442e-01 8.802455e-01
5.062811e-01 3.968523e-01 6.784712e-01 2.578218e-01 8.002548e-01 8.357758e-01 1.649575e+00 9.502607e-01 1.163275e+00
1.935697e+00 1.667589e+00 3.389618e-01 2.726106e-01 1.102380e-01 8.151997e-01 3.070182e-01 7.506196e-02 6.222002e-01
9.623012e-01 1.055653e+00 3.444445e-01 8.509745e-01 1.489695e-01 8.269631e-02 6.180148e-02 5.881187e-01 9.257645e-01
7.605403e-01 5.108584e-01 1.576574e+00 7.090214e-01 4.194425e-01 2.423721e-01 8.603977e-01 6.942029e-01 7.480192e-01
1.903467e+00 1.441929e+00 5.717791e-01 2.070928e-01 1.390883e-01 6.518767e-01 1.453367e+00 1.282659e+00 2.875537e-01
9.049762e-01 1.475611e+00 4.447805e-01 3.773016e-01 8.127505e-01 1.512868e-01 1.658723e+00 1.242541e-01 1.208414e+00
1.185683e+00 3.986737e-01 1.272369e+00 6.906661e-01 7.603422e-01 5.218715e-02 1.551448e+00 1.707884e+00 9.512411e-01
1.299198e+00 1.404807e+00 1.455863e+00 3.941100e-01 1.149953e-01 5.303357e-01 1.995713e-01 1.247834e+00 1.662879e+00
3.020250e-01 4.022091e-01 1.363193e+00 2.994222e-01 6.710586e-01 2.804774e-01 3.210568e-01 1.507524e+00 1.470794e+00
